text	labels
adverse report	neg
any pretence of fairness to all sides	neg
condemned	neg
do not recognise	neg
spurious	neg
will fight on	neg
questionable	neg
fudged	neg
was refused	neg
no doubt	neg
faux pas	neg
raised further questions	neg
to attack	neg
openly hostile position	neg
were dismissed	neg
blair report	neg
retreat	neg
hot bed of opposition politics	neg
even more worrying	neg
but will also disrupt	neg
objections	neg
no easy matter	neg
has concerned	neg
objections	neg
extremely easy	neg
the possible risks facing indonesia	neg
the problem is , who can ensure that these guidelines will indeed be adhered to	neg
unfortunately	neg
has already warned	neg
take a turn for the worse	neg
pose a threat to indonesia's national sovereignty	neg
denies	neg
the nation most likely to suffer the impact	neg
be concerned	neg
if a rocket launch fails	neg
challenging and issuing objections	neg
forced to navigate	neg
the problem is	neg
issuing a letter of objection	neg
this would of course require advanced technology and great cost	neg
overtures to express official objections	neg
high degree of difficulty	neg
has already done several things	neg
very unfavorable impact on relations	neg
are against the spirit	neg
to trample upon	neg
warning	neg
against the spirit	neg
was naive	neg
has been roundly condemned	neg
will steal	neg
will be irresponsible	neg
the sole purpose	neg
so - called	neg
will learn an even more bitter lesson	neg
has no moral excuse for shooting people merely demanding a new constitution	neg
ridiculously few	neg
nor is the outcome illegitimate merely	neg
lack of transparency	neg
was not transparent	neg
never again should	neg
if we fail	neg
it may cloud my assessment	neg
widespread disbelief	neg
in fact his government is illegitimate	neg
defective nature of our constitutional framework	neg
will be a monumental tragedy	neg
free and fair ballot will remain a mirage	neg
there is no scope for such madness	neg
criticism which has been levelled	neg
must warn	neg
produces an illegitimate outcome	neg
notwithstanding the labyrinth of constitutional provisions loaded against a free and fair election	neg
difficult situation	neg
it is almost impossible	neg
was conducted in such a way as to favour the ruling party	neg
has rejected	neg
they were wrong	neg
useless sophistry	neg
used to further his electoral chances	neg
allegations	neg
fails to meet the standard of being free and fair	neg
deliberately misinterpreted to suppress the opposition	neg
was nothing but	neg
do not recognise	neg
debacle	neg
have also criticised	neg
refused to receive	neg
is almost impossible	neg
dubious circumstances	neg
anger	neg
was neither free nor fair	neg
massive intimidatory show of force that was evident in the deployment of security forces	neg
his less illustrious colleagues	neg
banned	neg
to mould the electoral process in his favour	neg
abuse its position	neg
enormous	neg
admit	neg
not active enough	neg
is not fast enough	neg
in retaliation	neg
has disallowed	neg
denied	neg
the disapproval	neg
anger	neg
dressings down	neg
was turned down	neg
permission being denied	neg
one of the greatest problems	neg
irreversible	neg
is radically opposed	neg
tension between	neg
criticizes	neg
it makes no sense	neg
difficulties as being insurmountable	neg
see	neg
dedicate themselves to lamenting	neg
whoever says that these are small steps is incapable of recognizing the european union's experience	neg
do not want to yield	neg
problems as being unsolvable	neg
has also refused to recognise	neg
outright isolation	neg
denied	neg
massively rigged	neg
have refused to recognise	neg
sensing	neg
the refusal	neg
thousands of its supporters denied the vote	neg
to be used as a bargaining chip	neg
intended	neg
crisis of illegitimacy	neg
blatant fraud	neg
marred by state - sponsored violence	neg
arm - twist	neg
explosive move	neg
deepen anger	neg
to dismiss	neg
an enemy	neg
provoke	neg
a defensive action	neg
as usual	neg
as a non - starter	neg
dashed to pieces	neg
rejection	neg
based on its terms	neg
deals a stinging slap on the face	neg
against palestinian terrorism everywhere it exists	neg
has put west asia on the brink of another war	neg
barely a day after	neg
will only	neg
dangerous course of action	neg
strikes at the heart	neg
no to peace	neg
did not lift a finger	neg
taken palestine hostage	neg
master of escalation	neg
into a corner	neg
hesitated	neg
holds arafat responsible	neg
creating the fertile soil	neg
despite	neg
can not solve	neg
road that leads swiftly to the abyss	neg
foundered	neg
to destroy	neg
hate	neg
will have sown the seed	neg
standing in the way	neg
confiscate	neg
not welcome	neg
the man standing in the way	neg
arrest	neg
without winners	neg
irrelevant	neg
enemy	neg
no to negotiations	neg
atmosphere of hate	neg
forced him	neg
would be unmasked	neg
taken the israeli government and consequently both the israeli and palestinian peoples hostage	neg
no to recognition	neg
enemy	neg
expresses condolence , sympathy and solicitude	neg
huge casualties and property losses	neg
severely endangered	neg
opposes and condemns	neg
abrupt escalation	neg
if unexpected incidents took place to arafat's safety	neg
sudden deterioration	neg
disastrous consequences	neg
is deeply concerned	neg
the protest	neg
believe	neg
indulging in blood - shed and their lunaticism	neg
communal flames	neg
expressing concern	neg
the perpetrators	neg
mere positioning	neg
against the enemy	neg
will eat up their own vitals	neg
against	neg
if the world has to rid itself	neg
was not enough	neg
breeding terrorism	neg
cautioned	neg
dwindling moral values	neg
field day	neg
accused	neg
those digging graves for others , get engraved themselves	neg
the demon they have reared	neg
throttling	neg
throttling	neg
touched such heights	neg
not even	neg
menace	neg
citing	neg
mother of terrorism	neg
will not give up terror	neg
contrary to	neg
has also strongly denied	neg
false	neg
in a state of war	neg
strategy of suppression	neg
illegally	neg
a group of arab and israeli peace activists , who wanted to bring food to ramallah , is expelled	neg
emphatically condemned	neg
voiced	neg
caused serious damage	neg
refuse	neg
looks	neg
jeopardizing	neg
emphatically condemned in the strongest terms	neg
refused	neg
further hatred and a further escalation of the violence	neg
turned down	neg
hatred	neg
is supposed to guarantee	neg
regret	neg
not prepared	neg
unimpressed	neg
shared responsibility for the massacres	neg
was not killed	neg
campaign against	neg
well on his way	neg
israeli tanks are pushing further	neg
different	neg
strategy of suppression	neg
feel	neg
held hostage	neg
destroying the established - - eu - supported - - infrastructure	neg
policy of provocation	neg
difficult	neg
might already be implementing	neg
threats	neg
was offended	neg
impose	neg
anti - israeli decisions	neg
will not change	neg
threats expressed by	neg
provoke	neg
are often tainted with a significant degree of hypocrisy	neg
have threatened	neg
threatened	neg
could cause serious damage	neg
refused to allow	neg
repeated denunciations	neg
in such a manner	neg
imposing	neg
is likely to prejudice	neg
who does not miss an opportunity	neg
punishment	neg
in protest against	neg
would do nothing	neg
will not lead to a solution	neg
frustration	neg
of lying	neg
uncontrolled violence would be unleashed	neg
called	neg
individual acts of insubordination	neg
with the guerrillas in particular , we supply the dead , while you enjoy politics	neg
constitutes no permanent life insurance	neg
accused	neg
presidential folly that will sully the name of the armed forces	neg
acts of insubordination	neg
unconstitutional	neg
will intensify	neg
accused	neg
calls	neg
is not shaping up as a romance	neg
growing unrest	neg
in order to try to impede	neg
radicalized	neg
made pronouncements against	neg
rebelled	neg
contradicted	neg
denied	neg
only one battle	neg
inept , abusive and authoritarian government	neg
looks presumptuous	neg
are becoming nonexistent	neg
neutralized , heterogeneous , impatient and politically immature opposition	neg
condemned	neg
they are indeed entering	neg
lost their lives	neg
cataclysmic consequences	neg
not voluntarily	neg
message and warning by	neg
non - negotiable	neg
conspicuous	neg
preach democracy to the entire planet	neg
ala fidel castro left - leaning anti - american philosophy	neg
wielding its authority	neg
disobeying uncle sam	neg
accept	neg
rebuffed	neg
forced to	neg
dethroning	neg
threats by	neg
exercising dictatorial powers	neg
dramatic upsurge	neg
old bullying	neg
reverted	neg
ever - deteriorating	neg
front and centre	neg
dictatorial tactics	neg
could no longer tolerate	neg
in compliance	neg
crimes of war	neg
what happened in bosnia herzegovina is being repeated on a larger scale	neg
a crime against humanity	neg
masterminded	neg
premeditated massacres	neg
crimes of war	neg
carnage	neg
should not tolerate	neg
should not tolerate	neg
should be tried by an international tribunal	neg
israel's atrocities	neg
not applied for political , cultural and ideological considerations	neg
are masterminded	neg
the israeli criminals of war	neg
proof that international law protects human beings	neg
it could be better	neg
suffering from difficulties	neg
unfortunately	neg
is not a good neighborly field	neg
too is seriously damaged	neg
even more meteoric	neg
crushing	neg
more demagogy than arguments	neg
to understand	neg
instead of	neg
deep wounds	neg
eternal scourge of corruption	neg
does not come out of it well either	neg
uncertainty	neg
no longer works	neg
proliferation	neg
confused	neg
deep social polarization	neg
debatable	neg
has done very little so far	neg
criticisms	neg
serious division	neg
revanchism	neg
criminals	neg
now more distant than before	neg
the crime they have committed together	neg
the illusion	neg
illusion	neg
the illusion 	neg
the entire palestinian people	neg
criminals	neg
to dictate	neg
criminal administrations	neg
constantly aggravating	neg
impossible to achieve coexistence	neg
aggravated	neg
the criminals	neg
an illusion	neg
largest illusion	neg
have a conviction	neg
force	neg
utmost suffering	neg
succeeded in defeating	neg
usurping , occupying , aggressive , and racist entity	neg
victor , 	neg
succeeded in achieving	neg
no longer fit	neg
had the illusion	neg
in whose chests the fire of anger is blazing	neg
terrorists	neg
disturbingly long - term	neg
too long	neg
took it upon himself	neg
arrogance toward everything arab	neg
have been accused	neg
